"origin","destination","start_time","end_time","distance_km","duration_mins","walk_time_mins","transit_time_mins","waiting_time_mins","transfers","journey_details"
"E00159424","E00172326","07:44:36","08:13:23",5.09,28.78,14.85,8,5.93,1,"[{""startTime"":""07:44:36"",""endTime"":""07:44:59"",""distance"":34.19,""name"":""Origin"",""from_lat"":52.2766,""from_lon"":-1.6307,""to_lat"":52.2765,""to_lon"":-1.6322,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":0.38,""_row"":""Origin""},{""startTime"":""07:45:00"",""endTime"":""07:50:00"",""distance"":1746.8,""name"":""Village_Hall..Opp...Woodway..Hampton.on.the.Hill"",""from_lat"":52.2765,""from_lon"":-1.6322,""to_lat"":52.2864,""to_lon"":-1.6129,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""16"",""duration"":5,""_row"":""Village_Hall..Opp...Woodway..Hampton.on.the.Hill""},{""startTime"":""07:50:00"",""endTime"":""07:54:06"",""distance"":365.05,""name"":""Warwick_Parkway.Rail.Station..Adj...Private.Road..Warwick"",""from_lat"":52.2864,""from_lon"":-1.6129,""to_lat"":52.2861,""to_lon"":-1.6121,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":4.1,""_row"":""Warwick_Parkway.Rail.Station..Adj...Private.Road..Warwick""},{""startTime"":""08:00:00"",""endTime"":""08:03:00"",""distance"":2055.46,""name"":""Warwick_Parkway"",""from_lat"":52.2861,""from_lon"":-1.6121,""to_lat"":52.2865,""to_lon"":-1.5818,""mode"":""RAIL"",""agencyName"":""Chiltern Railways"",""routeShortName"":""CH:SAV->MYB"",""duration"":3,""_row"":""Warwick_Parkway""},{""startTime"":""08:03:01"",""endTime"":""08:13:23"",""distance"":886.22,""name"":""Warwick"",""from_lat"":52.2865,""from_lon"":-1.5818,""to_lat"":52.286,""to_lon"":-1.5927,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":10.37,""_row"":""Warwick""}]"
"E00159469","E00158976","07:33:27","09:16:38",26.25,103.18,21.48,50,31.7,2,"[{""startTime"":""07:33:27"",""endTime"":""07:34:59"",""distance"":127.55,""name"":""Origin"",""from_lat"":52.2999,""from_lon"":-1.5152,""to_lat"":52.3008,""to_lon"":-1.5145,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":1.53,""_row"":""Origin""},{""startTime"":""07:35:00"",""endTime"":""07:42:00"",""distance"":2066.45,""name"":""Denby_Close..Opp...Mason.Avenue..Leamington.Spa"",""from_lat"":52.3008,""from_lon"":-1.5145,""to_lat"":52.2925,""to_lon"":-1.5357,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""67"",""duration"":7,""_row"":""Denby_Close..Opp...Mason.Avenue..Leamington.Spa""},{""startTime"":""07:50:00"",""endTime"":""08:26:00"",""distance"":18118.47,""name"":""Upper_Parade..Stand.J...Leamington.Spa"",""from_lat"":52.2925,""from_lon"":-1.5357,""to_lat"":52.1926,""to_lon"":-1.7042,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""16A"",""duration"":36,""_row"":""Upper_Parade..Stand.J...Leamington.Spa""},{""startTime"":""08:26:00"",""endTime"":""08:36:20"",""distance"":926.89,""name"":""McDonalds_.Adj...Bridge.Street..Stratford.upon.Avon"",""from_lat"":52.1926,""from_lon"":-1.7042,""to_lat"":52.1942,""to_lon"":-1.7163,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":10.33,""_row"":""McDonalds_.Adj...Bridge.Street..Stratford.upon.Avon""},{""startTime"":""09:00:00"",""endTime"":""09:07:00"",""distance"":4198.79,""name"":""Stratford_upon.Avon"",""from_lat"":52.1942,""from_lon"":-1.7163,""to_lat"":52.223,""to_lon"":-1.756,""mode"":""RAIL"",""agencyName"":""Chiltern Railways"",""routeShortName"":""CH:SAV->LMS"",""duration"":7,""_row"":""Stratford_upon.Avon""},{""startTime"":""09:07:01"",""endTime"":""09:16:38"",""distance"":816.29,""name"":""Wilmcote"",""from_lat"":52.223,""from_lon"":-1.756,""to_lat"":52.2226,""to_lon"":-1.7621,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":9.62,""_row"":""Wilmcote""}]"
"E00159469","E00159240","07:33:27","08:48:00",22.29,74.55,12.52,48,14.03,2,"[{""startTime"":""07:33:27"",""endTime"":""07:34:59"",""distance"":127.55,""name"":""Origin"",""from_lat"":52.2999,""from_lon"":-1.5152,""to_lat"":52.3008,""to_lon"":-1.5145,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":1.53,""_row"":""Origin""},{""startTime"":""07:35:00"",""endTime"":""07:42:00"",""distance"":2066.45,""name"":""Denby_Close..Opp...Mason.Avenue..Leamington.Spa"",""from_lat"":52.3008,""from_lon"":-1.5145,""to_lat"":52.2925,""to_lon"":-1.5357,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""67"",""duration"":7,""_row"":""Denby_Close..Opp...Mason.Avenue..Leamington.Spa""},{""startTime"":""07:50:00"",""endTime"":""08:26:00"",""distance"":18118.47,""name"":""Upper_Parade..Stand.J...Leamington.Spa"",""from_lat"":52.2925,""from_lon"":-1.5357,""to_lat"":52.1926,""to_lon"":-1.7042,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""16A"",""duration"":36,""_row"":""Upper_Parade..Stand.J...Leamington.Spa""},{""startTime"":""08:32:00"",""endTime"":""08:37:00"",""distance"":1036.97,""name"":""McDonalds_.Adj...Bridge.Street..Stratford.upon.Avon"",""from_lat"":52.1926,""from_lon"":-1.7042,""to_lat"":52.1933,""to_lon"":-1.7193,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""16A"",""duration"":5,""_row"":""McDonalds_.Adj...Bridge.Street..Stratford.upon.Avon""},{""startTime"":""08:37:01"",""endTime"":""08:48:00"",""distance"":940.97,""name"":""Car_Park..Adj...Private.Road..Stratford.upon.Avon"",""from_lat"":52.1933,""from_lon"":-1.7193,""to_lat"":52.188,""to_lon"":-1.725,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":10.98,""_row"":""Car_Park..Adj...Private.Road..Stratford.upon.Avon""}]"
"E00159469","E00159252","07:33:27","08:35:38",21.12,62.18,11.15,43,8.03,1,"[{""startTime"":""07:33:27"",""endTime"":""07:34:59"",""distance"":127.55,""name"":""Origin"",""from_lat"":52.2999,""from_lon"":-1.5152,""to_lat"":52.3008,""to_lon"":-1.5145,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":1.53,""_row"":""Origin""},{""startTime"":""07:35:00"",""endTime"":""07:42:00"",""distance"":2066.45,""name"":""Denby_Close..Opp...Mason.Avenue..Leamington.Spa"",""from_lat"":52.3008,""from_lon"":-1.5145,""to_lat"":52.2925,""to_lon"":-1.5357,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""67"",""duration"":7,""_row"":""Denby_Close..Opp...Mason.Avenue..Leamington.Spa""},{""startTime"":""07:50:00"",""endTime"":""08:26:00"",""distance"":18118.47,""name"":""Upper_Parade..Stand.J...Leamington.Spa"",""from_lat"":52.2925,""from_lon"":-1.5357,""to_lat"":52.1926,""to_lon"":-1.7042,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""16A"",""duration"":36,""_row"":""Upper_Parade..Stand.J...Leamington.Spa""},{""startTime"":""08:26:01"",""endTime"":""08:35:38"",""distance"":812.43,""name"":""McDonalds_.Adj...Bridge.Street..Stratford.upon.Avon"",""from_lat"":52.1926,""from_lon"":-1.7042,""to_lat"":52.1923,""to_lon"":-1.7148,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":9.62,""_row"":""McDonalds_.Adj...Bridge.Street..Stratford.upon.Avon""}]"
"E00159469","E00159577","07:33:27","08:31:56",11.98,58.48,3.83,48,6.65,1,"[{""startTime"":""07:33:27"",""endTime"":""07:34:59"",""distance"":127.55,""name"":""Origin"",""from_lat"":52.2999,""from_lon"":-1.5152,""to_lat"":52.3008,""to_lon"":-1.5145,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":1.53,""_row"":""Origin""},{""startTime"":""07:35:00"",""endTime"":""07:51:00"",""distance"":2367.05,""name"":""Denby_Close..Opp...Mason.Avenue..Leamington.Spa"",""from_lat"":52.3008,""from_lon"":-1.5145,""to_lat"":52.2898,""to_lon"":-1.5353,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""67"",""duration"":16,""_row"":""Denby_Close..Opp...Mason.Avenue..Leamington.Spa""},{""startTime"":""07:51:00"",""endTime"":""07:51:23"",""distance"":30.36,""name"":""Regent_Hotel..Adj...Parade..Leamington.Spa"",""from_lat"":52.2898,""from_lon"":-1.5353,""to_lat"":52.2901,""to_lon"":-1.5357,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":0.38,""_row"":""Regent_Hotel..Adj...Parade..Leamington.Spa""},{""startTime"":""07:58:00"",""endTime"":""08:30:00"",""distance"":9296.1,""name"":""Regent_Street..Adj...Leamington.Spa"",""from_lat"":52.2901,""from_lon"":-1.5357,""to_lat"":52.3493,""to_lon"":-1.5574,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""X17"",""duration"":32,""_row"":""Regent_Street..Adj...Leamington.Spa""},{""startTime"":""08:30:01"",""endTime"":""08:31:56"",""distance"":157.89,""name"":""Saville_Grove..Adj...Rawnsley.Drive..Kenilworth"",""from_lat"":52.3493,""from_lon"":-1.5574,""to_lat"":52.3491,""to_lon"":-1.5589,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":1.92,""_row"":""Saville_Grove..Adj...Rawnsley.Drive..Kenilworth""}]"
"E00159469","E00172326","07:33:27","08:17:51",8.56,44.4,6.53,31,6.87,1,"[{""startTime"":""07:33:27"",""endTime"":""07:34:59"",""distance"":127.55,""name"":""Origin"",""from_lat"":52.2999,""from_lon"":-1.5152,""to_lat"":52.3008,""to_lon"":-1.5145,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":1.53,""_row"":""Origin""},{""startTime"":""07:35:00"",""endTime"":""07:42:00"",""distance"":2066.45,""name"":""Denby_Close..Opp...Mason.Avenue..Leamington.Spa"",""from_lat"":52.3008,""from_lon"":-1.5145,""to_lat"":52.2925,""to_lon"":-1.5357,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""67"",""duration"":7,""_row"":""Denby_Close..Opp...Mason.Avenue..Leamington.Spa""},{""startTime"":""07:42:00"",""endTime"":""07:43:10"",""distance"":101.77,""name"":""Upper_Parade..Stand.J...Leamington.Spa"",""from_lat"":52.2925,""from_lon"":-1.5357,""to_lat"":52.2925,""to_lon"":-1.5361,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":1.17,""_row"":""Upper_Parade..Stand.J...Leamington.Spa""},{""startTime"":""07:50:00"",""endTime"":""08:14:00"",""distance"":5953.27,""name"":""Upper_Parade..Stand.E...Parade..Leamington.Spa"",""from_lat"":52.2925,""from_lon"":-1.5361,""to_lat"":52.2885,""to_lon"":-1.5935,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""1"",""duration"":24,""_row"":""Upper_Parade..Stand.E...Parade..Leamington.Spa""},{""startTime"":""08:14:01"",""endTime"":""08:17:51"",""distance"":312.21,""name"":""Hospital_.Opp...St.Michaels.Road..Warwick"",""from_lat"":52.2885,""from_lon"":-1.5935,""to_lat"":52.286,""to_lon"":-1.5927,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":3.83,""_row"":""Hospital_.Opp...St.Michaels.Road..Warwick""}]"
"E00159665","E00158976","07:33:17","08:44:38",19.22,71.35,16.75,28,26.6,1,"[{""startTime"":""07:33:17"",""endTime"":""07:37:59"",""distance"":381.39,""name"":""Origin"",""from_lat"":52.2913,""from_lon"":-1.5621,""to_lat"":52.2884,""to_lon"":-1.5622,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":4.7,""_row"":""Origin""},{""startTime"":""07:38:00"",""endTime"":""07:44:00"",""distance"":1382.11,""name"":""Greville_Road..Opp...Warwick"",""from_lat"":52.2884,""from_lon"":-1.5622,""to_lat"":52.2851,""to_lon"":-1.5807,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""X17"",""duration"":6,""_row"":""Greville_Road..Opp...Warwick""},{""startTime"":""07:44:00"",""endTime"":""07:46:26"",""distance"":214.7,""name"":""Railway_Station..Adj...Warwick"",""from_lat"":52.2851,""from_lon"":-1.5807,""to_lat"":52.2865,""to_lon"":-1.5818,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":2.43,""_row"":""Railway_Station..Adj...Warwick""},{""startTime"":""08:13:00"",""endTime"":""08:35:00"",""distance"":16421.66,""name"":""Warwick"",""from_lat"":52.2865,""from_lon"":-1.5818,""to_lat"":52.223,""to_lon"":-1.756,""mode"":""RAIL"",""agencyName"":""Chiltern Railways"",""routeShortName"":""CH:MYB->SAV"",""duration"":22,""_row"":""Warwick""},{""startTime"":""08:35:01"",""endTime"":""08:44:38"",""distance"":816.29,""name"":""Wilmcote"",""from_lat"":52.223,""from_lon"":-1.756,""to_lat"":52.2226,""to_lon"":-1.7621,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":9.62,""_row"":""Wilmcote""}]"
"E00159665","E00159240","07:39:35","08:48:00",20.09,68.42,15.33,40,13.08,2,"[{""startTime"":""07:39:35"",""endTime"":""07:42:59"",""distance"":284.14,""name"":""Origin"",""from_lat"":52.2913,""from_lon"":-1.5621,""to_lat"":52.2889,""to_lon"":-1.5614,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":3.4,""_row"":""Origin""},{""startTime"":""07:43:00"",""endTime"":""07:48:00"",""distance"":1447.75,""name"":""Portobello_Bridge..Adj...Emscote.Road..Warwick"",""from_lat"":52.2889,""from_lon"":-1.5614,""to_lat"":52.2832,""to_lon"":-1.545,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""X17"",""duration"":5,""_row"":""Portobello_Bridge..Adj...Emscote.Road..Warwick""},{""startTime"":""07:48:00"",""endTime"":""07:48:57"",""distance"":81.37,""name"":""Morrisons_.Adj...Old.Warwick.Road..Leamington.Spa"",""from_lat"":52.2832,""from_lon"":-1.545,""to_lat"":52.283,""to_lon"":-1.5451,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":0.95,""_row"":""Morrisons_.Adj...Old.Warwick.Road..Leamington.Spa""},{""startTime"":""07:56:00"",""endTime"":""08:26:00"",""distance"":16303.22,""name"":""Morrisons_.Opp...Old.Warwick.Road..Leamington.Spa"",""from_lat"":52.283,""from_lon"":-1.5451,""to_lat"":52.1926,""to_lon"":-1.7042,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""16A"",""duration"":30,""_row"":""Morrisons_.Opp...Old.Warwick.Road..Leamington.Spa""},{""startTime"":""08:32:00"",""endTime"":""08:37:00"",""distance"":1036.97,""name"":""McDonalds_.Adj...Bridge.Street..Stratford.upon.Avon"",""from_lat"":52.1926,""from_lon"":-1.7042,""to_lat"":52.1933,""to_lon"":-1.7193,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""16A"",""duration"":5,""_row"":""McDonalds_.Adj...Bridge.Street..Stratford.upon.Avon""},{""startTime"":""08:37:01"",""endTime"":""08:48:00"",""distance"":940.97,""name"":""Car_Park..Adj...Private.Road..Stratford.upon.Avon"",""from_lat"":52.1933,""from_lon"":-1.7193,""to_lat"":52.188,""to_lon"":-1.725,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":10.98,""_row"":""Car_Park..Adj...Private.Road..Stratford.upon.Avon""}]"
"E00159665","E00159252","07:39:35","08:35:38",18.93,56.05,13.97,35,7.08,1,"[{""startTime"":""07:39:35"",""endTime"":""07:42:59"",""distance"":284.14,""name"":""Origin"",""from_lat"":52.2913,""from_lon"":-1.5621,""to_lat"":52.2889,""to_lon"":-1.5614,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":3.4,""_row"":""Origin""},{""startTime"":""07:43:00"",""endTime"":""07:48:00"",""distance"":1447.75,""name"":""Portobello_Bridge..Adj...Emscote.Road..Warwick"",""from_lat"":52.2889,""from_lon"":-1.5614,""to_lat"":52.2832,""to_lon"":-1.545,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""X17"",""duration"":5,""_row"":""Portobello_Bridge..Adj...Emscote.Road..Warwick""},{""startTime"":""07:48:00"",""endTime"":""07:48:57"",""distance"":81.37,""name"":""Morrisons_.Adj...Old.Warwick.Road..Leamington.Spa"",""from_lat"":52.2832,""from_lon"":-1.545,""to_lat"":52.283,""to_lon"":-1.5451,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":0.95,""_row"":""Morrisons_.Adj...Old.Warwick.Road..Leamington.Spa""},{""startTime"":""07:56:00"",""endTime"":""08:26:00"",""distance"":16303.22,""name"":""Morrisons_.Opp...Old.Warwick.Road..Leamington.Spa"",""from_lat"":52.283,""from_lon"":-1.5451,""to_lat"":52.1926,""to_lon"":-1.7042,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""16A"",""duration"":30,""_row"":""Morrisons_.Opp...Old.Warwick.Road..Leamington.Spa""},{""startTime"":""08:26:01"",""endTime"":""08:35:38"",""distance"":812.43,""name"":""McDonalds_.Adj...Bridge.Street..Stratford.upon.Avon"",""from_lat"":52.1926,""from_lon"":-1.7042,""to_lat"":52.1923,""to_lon"":-1.7148,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":9.62,""_row"":""McDonalds_.Adj...Bridge.Street..Stratford.upon.Avon""}]"
"E00159665","E00159577","07:39:35","08:31:56",12.58,52.35,5.32,47,0.03,0,"[{""startTime"":""07:39:35"",""endTime"":""07:42:59"",""distance"":284.14,""name"":""Origin"",""from_lat"":52.2913,""from_lon"":-1.5621,""to_lat"":52.2889,""to_lon"":-1.5614,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":3.4,""_row"":""Origin""},{""startTime"":""07:43:00"",""endTime"":""08:30:00"",""distance"":12133.08,""name"":""Portobello_Bridge..Adj...Emscote.Road..Warwick"",""from_lat"":52.2889,""from_lon"":-1.5614,""to_lat"":52.3493,""to_lon"":-1.5574,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""X17"",""duration"":47,""_row"":""Portobello_Bridge..Adj...Emscote.Road..Warwick""},{""startTime"":""08:30:01"",""endTime"":""08:31:56"",""distance"":157.89,""name"":""Saville_Grove..Adj...Rawnsley.Drive..Kenilworth"",""from_lat"":52.3493,""from_lon"":-1.5574,""to_lat"":52.3491,""to_lon"":-1.5589,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":1.92,""_row"":""Saville_Grove..Adj...Rawnsley.Drive..Kenilworth""}]"
"E00159665","E00172326","07:36:21","07:57:51",4.58,21.5,7.47,14,0.03,0,"[{""startTime"":""07:36:21"",""endTime"":""07:39:59"",""distance"":304.02,""name"":""Origin"",""from_lat"":52.2913,""from_lon"":-1.5621,""to_lat"":52.289,""to_lon"":-1.5619,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":3.63,""_row"":""Origin""},{""startTime"":""07:40:00"",""endTime"":""07:54:00"",""distance"":3959.72,""name"":""Greville_Road..Adj...Warwick"",""from_lat"":52.289,""from_lon"":-1.5619,""to_lat"":52.2885,""to_lon"":-1.5935,""mode"":""BUS"",""agencyName"":""Stagecoach Midlands"",""routeShortName"":""1"",""duration"":14,""_row"":""Greville_Road..Adj...Warwick""},{""startTime"":""07:54:01"",""endTime"":""07:57:51"",""distance"":312.21,""name"":""Hospital_.Opp...St.Michaels.Road..Warwick"",""from_lat"":52.2885,""from_lon"":-1.5935,""to_lat"":52.286,""to_lon"":-1.5927,""mode"":""WALK"",""agencyName"":""WALK"",""routeShortName"":""WALK"",""duration"":3.83,""_row"":""Hospital_.Opp...St.Michaels.Road..Warwick""}]"
